id,brand,model,version,year,km,sell_price,purchase_price
16430,Cf moto,650 mt,2019,2019,10000,   4990.0,
16431,HONDA,NC,750X,2020,20000,   6890.0,
16432,KAWASAKI,J,300,2017,30000,   2690.0,
16434,KAWASAKI,VERSYS,650,2008,60000,   2790.0,
16435,YAMAHA,T-MAX,500,2011,20000,   5690.0,
16442,KYMCO,GRAND DINK,125,2018,20000,   2590.0,
16444,BMW,C,650 SPORT,2016,10000,   6290.0,
16445,BMW,K,1200 RS,2007,30000,   5590.0,
16447,KAWASAKI,J,300,2015,40000,   2390.0,
16457,KAWASAKI,VERSYS,650,2012,30000,   4290.0,
16458,KYMCO,GRAND DINK,125,2019,10000,   2590.0,
16475,BMW,G,650 GS,2011,80000,   2990.0,
16476,SUZUKI,GSR,600,2007,40000,   2390.0,
16487,KAWASAKI,Z,750,2013,10000,   3990.0,
16490,KTM,DUKE,125,2015,30000,   2590.0,
16517,HONDA,CBR,125 R,2004,25000,   1390.0,  550.0
16521,BMW,G,650 GS,2004,40000,   3590.0,
16538,BMW,S,1000 R,2019,4000,  12990.0,
16543,Yamaha,Dragstar 1100,Clasic,2007,60000,   3990.0,
16547,BMW,R,1250 GS,2020,10000,  17990.0,
16563,DUCATI,MONSTER,696,2008,50000,   3590.0,
16580,BMW,R,1250 GS ADVENTURE,2019,20000,  17890.0,
16582,VESPA,PRIMAVERA,125,2021,10000,   3490.0,
16591,KAWASAKI,[*AJ*] J,300,2014,20000,   2490.0,
16592,BMW,C,650 SPORT,2020,20000,   8790.0,
16594,KAWASAKI,[*AJ*] ZZR,1400 ABS,2008,60000,   6290.0,
16595,Daelim,xq1,1,2019,10000,   2690.0,
16598,KAWASAKI,Z,900,2019,20000,   6790.0,
16610,Brixton,Bx,125,2020,10000,   2090.0,
16613,PIAGGIO,X EVO,400,2007,20000,   2190.0,
16615,YAMAHA,XT,660 R,2004,30000,   3290.0,
16622,Hanway,Cafe racer,125,2017,20000,   1390.0,
16623,KTM,ADVENTURE,790,2019,20000,   9790.0,
16625,MONDIAL,HPS,125,2019,20000,   2590.0,
16635,KAWASAKI,VULCAN,S,2006,40000,   4190.0,
16637,SUZUKI,MARAUDER,125,2012,30000,   1390.0,  450.0
16638,BMW,F,700 GS,2016,20000,   6990.0,
16640,KAWASAKI,ZX,6R,2008,30000,   3990.0,
16644,DUCATI,848,848,2019,20000,   5000.0,
16662,HYOSUNG,GV,125 AQUILA,2020,10000,   2990.0,
16667,HONDA,VFR,800 FI,2004,50000,   3990.0,
16668,DUCATI,SCRAMBLER,CLASSIC,2016,20000,   5590.0,
16671,PIAGGIO,LIBERTY,125,2021,10000,   2190.0,
16680,KAWASAKI,ER,6F,2010,40000,   2990.0,
16683,BMW,F,800 R,2015,30000,   5290.0,
16684,SYM,JET,50,2018,30000,   1590.0,
16685,DUCATI,MULTIESTRADA,1260,2019,20000,  18990.0,
16688,KAWASAKI,NINJA,125,2019,10000,   3790.0,
16694,YAMAHA,T-MAX,530,2019,20000,   8390.0,
16695,HONDA,CB,500 X,2017,30000,   4390.0,
16696,DUCATI,MULTIESTRADA,1260,2019,40000,  16890.0,
16699,SUZUKI,GSR,600,2008,40000,   2590.0,
16702,HONDA,INTEGRA,INTEGRA,2017,30000,   5990.0,
16716,YAMAHA,CYGNUS,125 X,2005,20000,   1190.0,
16723,KYMCO,SUPER DINK,125,2012,40000,   1590.0,
16724,HONDA,CB,600 F HORNET,2007,60000,   2190.0,
16729,BMW,R,1200 GS,2012,60000,  10590.0,
16730,BMW,G,650 GS,2006,60000,   2990.0, 1850.0
16733,BMW,1250 gs,1250GS exclusive,2020,20000,  18890.0,
16735,SUZUKI,BANDIT,650 S,2005,80000,   1890.0,
16736,BMW,R,1200 R,2015,30000,   9790.0,
16738,HONDA,CBR,1100XX,2001,80000,   2790.0,
16742,KYMCO,SUPER DINK,300 I,2010,42000,   1790.0,  900.0
16744,YAMAHA,[*AJ*] FZ6,N,2005,60000,   2490.0,
16752,HARLEY DAVIDSON,SPORTSTER,1200 LOW,2007,40000,   6890.0,
16757,BMW,G,650 GS,2009,37800,   3790.0, 2500.0
16761,YAMAHA,TRACER,900,2016,40000,   8490.0,
16764,SUZUKI,BURGMAN,125,2015,20000,   2590.0,
16765,KAWASAKI,Z,800,2016,20000,   5790.0,
16767,YAMAHA,XT,1200 Z SUPER TENERE,2017,30000,   9190.0,
16772,HONDA,CB,500 X,2018,10000,   5290.0,
16775,MOTOR HISPANIA,REVENGE,125,2021,104,   1990.0, 1200.0
16794,BMW,R,1250 RT,2015,30000,  13990.0,12200.0
16797,YAMAHA,X-MAX,125,2010,10000,   2490.0,
16799,MASH,CAFÃ‰ RACER,125,2018,10000,   1990.0,
16801,KYMCO,SUPER DINK,125,2017,10000,   2790.0,
16805,PIAGGIO,BEVERLY,300,2018,10000,   2990.0,
16821,GASGAS,EC,300,2021,10000,   7290.0,
16825,YAMAHA,MT,125,2019,10000,   3790.0,
16838,MACBOR,MONTANA,XR5 500,2020,10000,   5990.0,
16845,SUZUKI,GSX,S 750,2018,30000,   6990.0,
16857,SUZUKI,INTRUDER,C 800,2010,80000,   3790.0,
16858,SUZUKI,V-STROM,650,2010,20000,   4790.0,
16860,KAWASAKI,[*AJ*] Z,650,2020,20000,   5790.0,
16866,KYMCO,AGILITY,125,2022,10000,   1990.0,
16877,Brixton,Crossfire X,Crossfire X,2020,10000,   4790.0, 3500.0
16881,KYMCO,SUPER DINK,125,2015,50000,   1590.0,
16903,BMW,C,650 SPORT,2018,10000,   7490.0,
16926,YAMAHA,FZ6,N,2010,20000,   3290.0,
16944,Zontes,T2,T2,2019,20000,   3990.0,
16947,YAMAHA,FZ6,N,2008,60000,   2190.0,
16950,YAMAHA,XT,1200 Z SUPER TENERE,2019,20000,  12490.0,
16951,HONDA,MSX,125,2019,10000,   2790.0,
16952,SYM,SYMPHONY,125,2019,10000,   2090.0,
16956,HONDA,CB,500 X,2019,20000,   5290.0,
16975,VESPA,PX,150,2013,10000,   1490.0,
16987,SUZUKI,GS,500,2008,30000,   1890.0,
16992,SUZUKI,GLADIUS,650,2011,30000,   3290.0,
16994,HONDA,CBF,600 N,2006,60000,   1690.0,
16998,KTM,EXC,250 SIX DAYS,2018,4000,   6290.0, 5000.0
17004,KAWASAKI,VERSYS,650,2010,30000,   3090.0,
17006,KYMCO,AK,550,2017,30000,   5690.0,
17012,HONDA,CBR,600 F,2013,60000,   3490.0,
17018,VESPA,GTS,125,2016,40000,   2990.0,
17024,YAMAHA,MAJESTY,400,2010,30000,   2790.0,
17026,DUCATI,SUPERSPORT,950,2019,10000,  10290.0,
17028,HARLEY DAVIDSON,SPORTSTER,1200 R ROADSTER,2005,40000,   6490.0,
17036,BMW,R,1150 GS,2005,60000,   3590.0,
17039,Mash,Vive hundred 400,400,2015,10000,   1890.0,
17047,KAWASAKI,VERSYS,650,2020,10000,   6990.0,
17063,HONDA,S-WING,125,2008,30000,   1690.0,
17070,PIAGGIO,MEDLEY,125,2018,5000,   2290.0,
17072,BMW,K,75,1987,50000,   2990.0,
17078,APRILIA,SHIVER,750,2010,30000,   3490.0,
17090,HONDA,CBF,600 N,2006,50000,   2590.0,
17093,HONDA,PCX,125,2016,10000,   2190.0,
17097,MV AGUSTA,BRUTALE,800,2020,20000,  12390.0,
17117,BMW,[*AJ*] F,800 R,2012,40000,   4590.0,
17120,HONDA,VARADERO,XL 1000V,2004,60000,   4090.0,
17123,APRILIA,RSV,4,2021,10000,  17290.0,
17124,KAWASAKI,ZX,6R,2008,18100,   4790.0, 3000.0
17126,SUZUKI,V-STROM,650,2010,80000,   4290.0,
17131,HONDA,VT,750 SHADOW,2007,60000,   4190.0,
17132,SYM,SYMPHONY,50,2018,10000,   1490.0,
17133,APRILIA,SR MAX,300,2014,60000,   1990.0,
17174,YAMAHA,YZF,R 6,2004,14000,   3590.0,
17176,HONDA,INTEGRA,INTEGRA,2020,30000,   7090.0,
17182,HONDA,CBR,600 RR,2007,60000,   3790.0,
17189,YAMAHA,T-MAX,500,2010,30000,   5590.0,
17194,YAMAHA,X-MAX,125,2010,80000,   1290.0,
17203,SYM,CRUISYM,300,2019,20000,   3290.0,
17220,SUZUKI,INTRUDER,C 800 VOLUSIA,2007,40000,   4990.0,
17223,KAWASAKI,VULCAN,S,2019,10000,   6490.0,
17227,SUZUKI,GSR,600,2008,30000,   3290.0,
17245,HONDA,SH,150,2002,40000,    990.0,
17250,YAMAHA,YBR,125,2010,10000,   1190.0,
17251,PIAGGIO,BEVERLY,300,2018,30000,   2490.0,
17256,MACBOR,MONTANA,XR5 500,2020,10000,   5990.0,
17263,BMW,R,1200 RT 110 CV,2012,60000,  10290.0,
17266,SYM,SYMPHONY,125,2019,10000,   1690.0,
17268,BMW,R,1200 GS ADVENTURE,2008,80000,   8990.0,
17272,KAWASAKI,ZX,10R,2008,40000,   5490.0,
17277,YAMAHA,YZF,R 6,2004,50000,   2890.0,
17284,MV AGUSTA,BRUTALE,800,2014,50000,   5790.0,
17289,HARLEY DAVIDSON,VRSC,STREET ROD,2018,10000,   6990.0,
17316,HONDA,SH,300,2010,80000,   1690.0,
17325,HARLEY DAVIDSON,SPORTSTER,883 IRON,2015,11000,   9490.0,
17341,BMW,R,1200 R,2007,80000,   5290.0,
17345,DUCATI,SCRAMBLER,FULL THROTTLE,2019,10000,   8290.0,
17356,HARLEY DAVIDSON,SOFTAIL,HERYTAGE SOFTAIL CLASSIC,2010,60000,  12490.0,
17364,KYMCO,SUPER DINK,350,2018,10000,   3990.0,
17367,HONDA,CBR,600 RR,2008,25600,   6490.0, 5300.0
17386,BMW,R,1250 GS ADVENTURE,2020,10000,  22190.0,
17390,SYM,CRUISYM,125,2020,10000,   3290.0, 2000.0
17407,HARLEY DAVIDSON,SPORTSTER,883 CUSTOM,2006,40000,   6390.0,
17420,VESPA,PRIMAVERA,50,2020,19832,   2890.0, 1750.0
17428,HONDA,CBR,600 F,1999,40000,   2490.0,
17432,BMW,C,650 GT,2015,40000,   5490.0,
17448,KAWASAKI,VN,900 CLASSIC,2007,40000,   4890.0, 3000.0
17467,KAWASAKI,Z,900,2017,20000,   6790.0,
17504,MV AGUSTA,BRUTALE,800,2015,10000,   8990.0,
17507,HONDA,FORZA,125,2018,10000,   3990.0,
17546,PIAGGIO,MEDLEY,125,2018,10000,   2590.0,
17573,BMW,R,NINET SCRAMBLER,2020,1535,  12490.0,10750.0
17576,HONDA,CB,650R,2019,20000,   6590.0,
17577,SUZUKI,BURGMAN,400,2007,20000,   3190.0,
17595,KTM,ADVENTURE,990,2007,60000,   2890.0,
17605,TRIUMPH,SPEED,TRIPLE,2018,10000,  13390.0,
17625,Sym,Tl500,Tl,2021,10000,   6490.0,
17639,YAMAHA,FZ6,S,2006,40000,   2590.0,
17644,HARLEY DAVIDSON,DYNA,FAT BOB,2011,30000,  10990.0,
17645,KAWASAKI,ZZR,1400,2007,80000,   5990.0,
17647,YAMAHA,FZ6,N,2009,30000,   3190.0,
17659,BENELLI,TRK,502,2018,20000,   4590.0,
17666,YAMAHA,FZ6,S,2010,50000,   2690.0,
17680,KYMCO,AK,550,2017,20000,   5990.0,
17691,HONDA,CBR,125 R,2007,4253,   2290.0,  700.0
17700,YAMAHA,FZ6,N,2008,30000,   2790.0,
17701,MOTO GUZZI,V 7,CLASSIC,2012,40000,   4790.0,
17704,KYMCO,AGILITY,125,2019,10000,   1890.0,
17706,YAMAHA,MT,07,2017,80000,   2590.0,
17707,SYM,JOYMAX300,300,2015,25000,   2590.0, 1500.0
17712,HONDA,VFR,800 FI,2012,30000,   6490.0,
17713,YAMAHA,YS,125,2020,20000,   2290.0,
17723,VESPA,GTS,125,2008,30000,   2190.0,
17724,SUZUKI,INTRUDER,C 800 VOLUSIA,2004,50000,   4590.0, 3000.0
17728,HONDA,FORZA,125,2018,10000,   3990.0,
17730,YAMAHA,X-ENTER,125,2019,30000,   2190.0,
17735,HONDA,CBF,600 S,2008,50000,   2990.0,
17738,KAWASAKI,Z,750,2007,40000,   2990.0,
17741,YAMAHA,MT,07,2018,10000,   4690.0,
17750,DUCATI,MONSTER,695,2006,50000,   3290.0,
17756,YAMAHA,T-MAX,500,2008,50000,   4990.0,
17757,KEEWAY,RKS,125,2021,10000,   1890.0,
17764,SYM,JET,50,2018,20000,   1690.0,
17765,YAMAHA,[*AJ*] FZ6,S S2,2004,80000,   1490.0,
17771,YAMAHA,XVS,950 MIDNIGHT STAR,2009,30000,   6090.0,
17781,Benelli,[*AJ*] 502c,502c,2020,20000,   5290.0,
17790,KAWASAKI,VERSYS,650,2008,20000,   4290.0,
17798,Malagutti,Dune,125,2020,10000,   2790.0,
17804,SUZUKI,BANDIT,650,2003,80000,   1990.0,
17805,KYMCO,SUPER DINK,125,2018,30000,   2590.0,
17811,KYMCO,K-XCT,125,2015,47639,   1890.0, 1000.0
17812,YAMAHA,NMAX,125CC,2015,30000,   2390.0,
17825,BENELLI,IMPERIALE,400,2021,10000,   3490.0,
17827,BMW,R,1200 R,2010,30000,   8090.0,
17835,YAMAHA,YBR,125,2017,10000,   1890.0,
17851,PIAGGIO,LIBERTY,125,2012,20000,   1290.0,
17872,KAWASAKI,VERSYS,650,2011,60000,   3490.0,
17880,BMW,F,650 GS,2004,48081,   1990.0,  800.0
17888,BMW,R,1200 GS,2007,40000,   7790.0,
17899,YAMAHA,[*AJ*] YP MAJESTY,400,2005,60000,   1190.0,
17902,PIAGGIO,X EVO,125,2015,20000,   1790.0,
17903,KAWASAKI,NINJA,250,2016,10000,   2490.0,
17907,BMW,F,900 R,2021,10000,   9290.0,
17908,BMW,C,650 GT,2013,20000,   4890.0,
17910,YAMAHA,V-MAX,V-MAX,2009,30000,  14990.0,
17918,SUZUKI,INTRUDER,250,2010,10000,   1990.0,
17921,KTM,ADVENTURE,1190 R,2013,59000,   9390.0, 7800.0
17924,KAWASAKI,NINJA,300,2017,20000,   3690.0,
17932,HONDA,[*AJ*] PCX,125,2018,10000,   2590.0,
17936,MACBOR,MONTANA,XR1 125,2018,10000,   2290.0,
17948,YAMAHA,T-MAX,500,2011,50000,   4990.0,
17951,KYMCO,AGILITY,50,2022,10000,   1990.0,
17954,HONDA,INTEGRA,INTEGRA,2014,80000,   4390.0,
17967,KAWASAKI,Z,300,2020,10000,   4990.0,
17968,HONDA,CBR,600 RR,2004,48000,   3990.0, 2800.0
17969,PIAGGIO,BEVERLY,125,2014,19100,   2490.0, 1400.0
17972,HUSQVARNA,SUPERMOTO,701,2020,10000,   8390.0,
17975,KAWASAKI,Z,750,2012,10000,   3990.0,
17977,HARLEY DAVIDSON,SOFTAIL,HERYTAGE SOFTAIL CLASSIC,2003,50000,  10990.0,
17978,DUCATI,MONSTER,797,2017,10000,   6490.0,
17982,DUCATI,MONSTER,620,2003,10000,   3690.0,
17986,KAWASAKI,GTR,1400,2010,10000,   9990.0,
18002,BMW,[*AJ*] R,1200 R,2018,10000,  11990.0,
18010,HONDA,CBR,1000 RR,2009,40000,   7190.0,
18023,HONDA,CBF,500,2005,80000,   1490.0,  650.0
18027,YAMAHA,X-MAX,125,2018,20000,   3790.0,
18033,DUCATI,MONSTER,695,2007,40000,   2990.0,
18043,KAWASAKI,VULCAN,S,2016,20000,   5490.0,
18048,SUZUKI,V-STROM,650,2007,30000,   2990.0,
18049,YAMAHA,TENERE,700,2020,20000,   9490.0,
18061,BMW,G,650 GS,2009,60000,   3490.0, 1800.0
18068,HONDA,CRF,250 X,2019,10000,   7590.0,
18071,SUZUKI,GSX,R 1000,2006,50000,   5590.0,
18074,PIAGGIO,BEVERLY,300,2016,50000,   2290.0,
18082,KAWASAKI,VERSYS,650,2008,60000,   2490.0,
18085,KYMCO,[*AJ*] GRAND DINK,300 ABS,2020,10000,   3190.0,
18088,SUZUKI,BURGMAN,200,2012,10000,   1890.0,
18090,YAMAHA,[*AJ*] YZF,R1,2005,20000,   5490.0,
18101,HONDA,CBR,1000 RR,2008,30000,   5790.0,
18135,DERBI,SENDA,R X-RACE,2017,20000,   1990.0,
18139,KAWASAKI,NINJA,650,2019,10000,   5790.0, 4300.0
18147,KAWASAKI,VULCAN,S,2018,20000,   4990.0,
18149,SYM,JOYMAX,300,2017,30000,   1990.0,
18153,HONDA,SH,125,2016,10000,   2390.0,
18155,HONDA,FORZA,300,2013,40000,   2590.0,
18158,YAMAHA,FZ6,N,2006,10000,   2690.0,
18165,MACBOR,MONTANA,XR1 125,2021,10000,   2690.0,
18169,Royal enfield,Interceptor,650,2019,10000,   5290.0,
18170,TRIUMPH,STREET,TRIPLE,2010,50000,   3990.0,
18178,APRILIA,SR MAX,300,2014,50000,   1990.0,
18190,KEEWAY,RKS,125,2021,10000,   1790.0,
18191,kawasaki,ninja,650,2017,10000,   5190.0,
18206,HONDA,CBR,1000 RR FIREBLADE,2006,40000,   5590.0,
18214,KAWASAKI,Z,300,2016,40000,   2890.0,
18222,DUCATI,PANIGALE,V4,2018,30000,  20900.0,
18241,HARLEY DAVIDSON,SPORTSTER,883 R,2008,50000,   6090.0,
18264,KYMCO,GRAND DINK,300,2019,10000,   2890.0,
18266,SUZUKI,INTRUDER,M 1800 R,2008,30000,   8990.0,
18268,TRIUMPH,STREET,TRIPLE,2010,40000,   3990.0,
18274,YAMAHA,X-MAX,125,2007,20000,   1990.0,
18278,HONDA,CROSSTOURER,V4,2017,10000,   4990.0,
18285,SYM,JOYMAX,125,2016,10000,   2290.0,
18286,HONDA,REBEL,500,2017,10000,   5390.0,
18296,HONDA,TRANSALP,XL 700 V,2008,40000,   4490.0,
18303,KAWASAKI,Z,1000 SX,2014,40000,   7490.0,
18317,KAWASAKI,VULCAN,800 CLASSIC,2001,20000,   2990.0,
18347,DUCATI,MONSTER,696,2012,20000,   4490.0,
18353,KAWASAKI,Z,750,2007,40000,   2690.0,
18359,BMW,F,800 GT,2018,30000,   7290.0,
18361,BMW,R,1200 GS,2017,60000,  11490.0,
18368,Brixton,Brixton glanville,250,2019,10000,   2690.0,
18370,SUZUKI,BURGMAN,125,2006,10000,   1490.0,
18375,DAELIM,DAYSTAR,125 FI,2016,20000,   1290.0,
18395,HONDA,CB,1000 R,2008,60000,   4690.0,
18402,SUZUKI,V-STROM,1000,2009,80000,   4390.0,
18415,APRILIA,SHIVER,900,2021,10000,   6490.0,
18419,HARLEY DAVIDSON,SPORTSTER,883 LOW,2011,40000,   6990.0,
18424,BMW,K,1200 GT,2007,50000,   7290.0,
18431,KTM,DUKE,690,2017,10000,   4990.0,
18432,VESPA,LX,50,2011,20000,   1390.0,
18437,SUZUKI,GSR,600,2008,60000,   2190.0,
18441,BMW,K,1200 LT,2008,80000,   4790.0,
18454,KEEWAY,SUPERLIGHT,125,2012,10000,   1390.0,
18459,TRIUMPH,STREET,MT09,2013,42000,   4990.0, 3850.0
18486,SYM,JOYMAX,125,2017,20000,   1590.0,
18502,HONDA,CBR,600 F,2003,20000,   2490.0,
18515,YAMAHA,FZ6,N,2006,10000,   3390.0,
18527,HONDA,CBR,125 R,2007,20000,   1190.0,
18536,KAWASAKI,Z,750,2009,40000,   3990.0,
18546,HARLEY DAVIDSON,DYNA,SUPER GILDE CUSTOM,2008,30000,  10890.0,
18555,BMW,F,800 GS,2014,60000,   7490.0,
18572,KTM,DUKE,200,2012,50000,   2000.0,
18574,BMW,F,800 S,2006,60000,   2490.0,
18585,KAWASAKI,Z,750,2008,80000,   2490.0,
18600,BMW,[*AJ*] R,1200 RT 110 CV,2006,50000,   7890.0,
18619,YAMAHA,[*AJ*] FZ6,S S2,2008,30000,   3390.0,
18639,HONDA,CB,600 F HORNET,2008,50000,   3290.0,
18643,HONDA,X-ADV,750,2021,10000,   9990.0,
18653,Wotam,Strom-T,125,2022,500,   3690.0, 2000.0
18678,HARLEY DAVIDSON,SPORTSTER,1200 R ROADSTER,2007,30000,   7290.0,
18680,VESPA,PRIMAVERA,125,2021,10000,   3590.0,
18682,KAWASAKI,Z,650,2017,20000,   4890.0,
18688,SYM,JET,125,2019,10000,   1990.0,
18697,YAMAHA,FZ6,S,2008,50000,   3190.0,
18698,HONDA,CB,650R,2019,20000,   6490.0,
18724,KTM,ADVENTURE,1290,2020,10000,  12790.0,
18746,SYM,MAXSYM,400,2019,10000,   4500.0,
18753,HONDA,[*AJ*] CROSSRUNNER,V4,2018,50000,   6190.0,
18758,BMW,F,650 GS,2006,40000,   3690.0,
18769,SYM,MIO,100,2007,20000,    990.0,
18771,SUZUKI,GSR,600,2006,33320,   2990.0, 2100.0
18790,KAWASAKI,[*AJ*] Z,800e ABS,2014,30000,   5290.0,
18796,KYMCO,SUPER DINK,300,2014,30000,   2290.0,
18807,BMW,S,1000 R,2015,20000,  10590.0,
18815,BMW,R,1200 R,2008,80000,   5290.0,
18819,KYMCO,[*AJ*] GRAND DINK,300 ABS,2017,30000,   2490.0,
18823,HONDA,CBR,600 F,2005,40000,   2790.0,
18826,KAWASAKI,VERSYS,650,2016,50000,   5590.0, 4500.0
18828,KAWASAKI,Z,800,2013,40000,   5390.0,
18841,HARLEY DAVIDSON,SPORTSTER,XR 1200,2011,30000,   6490.0,
18856,MASH,SEVENTY FIVE,125,2015,10000,   1590.0,
18882,MACBOR,MONTANA,XR1 125,2020,10000,   2490.0,
18885,KEEWAY,RKF,125,2020,10000,   2390.0,
18899,HONDA,CBF,600 S,2011,10000,   3890.0,
18905,HONDA,SH,300,2013,30000,   3190.0, 2200.0
18906,SUZUKI,GSX,R 600,2004,30000,   2990.0,
18929,BMW,F,850 GS,2018,10000,  10990.0,
18962,BMW,K,1200 RS,2007,30000,   4990.0,
18973,HARLEY DAVIDSON,SPORTSTER,883 CUSTOM,2002,20000,   5990.0,
18977,PIAGGIO,BEVERLY,350,2017,30000,   3290.0,
18986,Daelim,XQ1,125,2021,10000,   2990.0,
18989,YAMAHA,MT,09,2014,20000,   5990.0,
19001,KAWASAKI,VULCAN,800 CLASSIC,2007,60000,   4790.0,
19003,SUZUKI,V-STROM,650,2017,17515,   6890.0, 5000.0
19019,SYM,ALLO,125,2013,60000,   1290.0,
19025,BMW,F,800 S,2006,50000,   2990.0,
19027,YAMAHA,XVS,950 MIDNIGHT STAR,2013,12888,   6990.0, 5500.0
19059,KAWASAKI,VN,1700 CLASSIC,2009,40000,   9290.0,
19065,BMW,F,650 CS SCARVER,2002,40000,   1990.0,
19074,APRILIA,SR MAX,300,2012,40000,   2190.0,
19085,YAMAHA,X-MAX,125,2004,20000,   2790.0,
19097,YAMAHA,XT,660 R,2005,17695,   4290.0, 2500.0
19103,HONDA,CTX,700,2014,12300,   6790.0, 5400.0
19105,HONDA,CBR,600 RR,2003,20000,   4190.0,
19116,DUCATI,MULTIESTRADA,1260,2021,10000,  19990.0,17500.0
19117,MONDIAL,HPS,125,2017,20000,   2190.0,
19130,KYMCO,AGILITY,125,2021,10000,   1990.0,
19131,DUCATI,MONSTER,S2R 800,2007,10000,   4490.0,
19135,MACBOR,SHIFTER,125,2019,10000,   1990.0,
19139,RIEJU,MARATHON,PRO 125,2018,10000,   2990.0,
19142,PEUGEOT,DJANGO,50,2017,23347,   1490.0,  400.0
19153,YAMAHA,FZ6,N,2006,50000,   2790.0,
19158,YAMAHA,T-MAX,530,2019,20000,   8990.0,
19161,YAMAHA,TRACER,700,2016,80000,   4690.0,
19179,BMW,F,850 GS,2013,50000,   7490.0,
19181,KAWASAKI,KX,450 F,2019,10000,   4990.0,
19187,APRILIA,SRV,850,2018,20000,   5590.0, 3300.0
19194,SUZUKI,GSR,600,2006,50000,   2290.0,
19198,PIAGGIO,MEDLEY,125,2020,10000,   2690.0,
19200,VESPA,LX,50,2007,18633,   1190.0,  500.0
19202,HUSQVARNA,TE,310,2017,10000,   5590.0,
19212,RIEJU,TANGO,250 ENDURO,2016,10000,   1890.0,
19228,YAMAHA,X-MAX,400,2013,40000,   3390.0,
19234,KAWASAKI,Z,900,2021,20000,   7990.0,
19235,KYMCO,AGILITY,125,2013,30000,   1190.0,
19244,HONDA,FORZA,125,2019,20000,   3990.0,
19250,KYMCO,LIKE,125,2012,20000,   1290.0,
19265,SUZUKI,SV,650,2021,10000,   5590.0,
19266,YAMAHA,T-MAX,500,2009,50000,   4990.0,
19282,BMW,F,650 GS,2009,40000,   4790.0,
19286,HONDA,NC,750X,2016,30000,   5690.0,
19310,HONDA,CBR,600 RR,2005,40000,   3990.0,
19320,BMW,R,1200 GS,2008,40000,   8290.0,
19321,APRILIA,RSV,1000 R,2005,20000,   3990.0,
19328,YAMAHA,XVS,1100 DRAG STAR,2009,60000,   4990.0,
19386,HONDA,VFR,800 FI,2010,40000,   5690.0,
19394,KTM,DUKE,125,2012,50000,   1990.0,
19404,BMW,R,1200 GS,2013,50000,  11590.0,
19418,YAMAHA,[*AJ*] TRACER,900,2018,40000,   8490.0,
19423,HARLEY DAVIDSON,SPORTSTER,883 LOW,2006,20000,   6290.0,
19429,YAMAHA,T-MAX,530,2013,20000,   7190.0,
19440,HONDA,SH,300,2017,10000,   4590.0,
19472,BENELLI,TRK,251,2019,20000,   2790.0,
19474,SUZUKI,BANDIT,650 S,2004,40000,   2190.0,
19485,YAMAHA,YZF,R 125,2008,30000,   2390.0,
19486,TRIUMPH,TIGER,800,2018,20000,   9390.0,
19497,YAMAHA,XJ6,600 DIVERSION N,2011,50000,   3490.0,
19514,HONDA,CB,500 X,2018,20000,   4890.0,
19518,HONDA,NC,750X,2021,10000,   7590.0,
19530,KAWASAKI,VN,900 CLASSIC,2011,37000,   5790.0, 4000.0
19537,KEEWAY,RKR,125,2019,10000,   1790.0,
19545,DERBI,TERRA,125,2009,20000,   1690.0,
19556,KYMCO,MILLER,125,2020,10000,   1890.0,
19558,KAWASAKI,Z,1000 SX,2017,40000,   9290.0, 7500.0
19566,HONDA,SH,125,2007,20000,   1490.0,
19569,BMW,F,750 GS,2019,20000,   9790.0,
19579,VESPA,GTS,125,2008,50000,   1990.0,
19614,KYMCO,VENOX,250 I,2010,20000,   1090.0,
19627,SUZUKI,BURGMAN,125,2005,30000,   1390.0,
19645,KYMCO,[*AJ*] SUPER DINK,125 I,2010,30000,   1790.0,
19652,HONDA,[*AJ*] CB,1000 R,2008,60000,   4990.0,
19661,YAMAHA,FZ6,S,2006,26000,   2890.0, 1500.0
19663,BMW,F,650 GS,2005,40000,   3690.0,
19669,HARLEY DAVIDSON,SPORTSTER,883 IRON,2009,50000,   6990.0,
19675,BMW,F,800 R,2018,20000,   6190.0,
19680,PIAGGIO,LIBERTY,50,2011,10000,   1390.0,
19699,HONDA,CBR,600 RR,2007,60000,   3790.0,
19716,SUZUKI,GSX,R 600,2006,30000,   4390.0,
19734,BMW,R,1200 GS ADVENTURE,2006,80000,   5990.0,
19756,KEEWAY,RKV,125,2018,10000,   1290.0,
19766,HONDA,SH,125,2015,80000,   2390.0,
19768,KAWASAKI,Z,900,2021,10000,   8390.0, 7400.0
19774,RIEJU,MARATHON,PRO 125,2021,10000,   3990.0,
19788,HONDA,PCX,125,2019,10000,   2590.0,
19816,HONDA,FORZA,300,2014,40000,   2690.0,
19836,HONDA,AFRICA TWIN,CRF 1000L,2019,10000,  11290.0,
19841,KAWASAKI,VULCAN,S,2020,10000,   6290.0,
19864,KAWASAKI,J,300,2014,30000,   2490.0,
19868,DUCATI,MULTIESTRADA,1200,2010,30000,   9990.0,
19893,PEUGEOT,KISBEE,50,2019,20000,   1690.0,
19921,TRIUMPH,STREET,TWIN,2019,30000,   7690.0,
19927,HONDA,VT,750 SHADOW,2004,20000,   4190.0,
19930,HONDA,CBR,1000 RR FIREBLADE,1997,50000,   4790.0,
19944,KTM,DUKE,690,2010,30000,   2990.0,
19945,SYM,SYMPHONY,50,2022,10000,   1790.0,
